posted_on,bhk,rent,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
2022-05-14,2,11000,900,5 out of 5,Super Area,Pancha Sayar,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-14,3,15000,1300,Ground out of 3,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,2,14000,700,2 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,6000,400,3 out of 4,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,22000,400,Ground out of 3,Super Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,13500,550,2 out of 4,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,3,15000,1200,Ground out of 2,Super Area,Bagalakunte,Bangalore,Semi-Furnished,Family,3,Contact Owner
2022-05-14,3,18000,1500,4 out of 5,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-14,3,50000,1150,17 out of 24,Carpet Area,"Benzer Tower, Thakur Complex",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-05-14,3,47000,1550,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,1,9000,500,1 out of 3,Carpet Area,Mudhaliar layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,12000,900,1 out of 2,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,3,32000,1800,1 out of 4,Super Area,"Sinthan Nagar, Thanisandra",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-14,3,55000,1603,6 out of 17,Carpet Area,Magadi Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-14,2,8500,440,2 out of 4,Super Area,Kamala Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,2,16000,1100,2 out of 5,Super Area,Hyderguda,Hyderabad,Furnished,Family,2,Contact Agent
2022-05-14,2,10000,1050,Ground out of 1,Super Area,Baidyabati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-14,1,3500,350,1 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,20000,350,1 out of 8,Super Area,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,7000,500,Ground out of 2,Super Area,Ranikuthi Telephone Exchange,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,1,11000,450,3 out of 4,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,40000,475,18 out of 23,Carpet Area,"Sanghvi Evana, Worli",Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-05-14,1,5000,500,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,3500,180,Ground out of 2,Super Area,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,15000,505,Ground out of 3,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,16000,1100,2 out of 5,Super Area,"Basheer Bagh, NH 7",Hyderabad,Furnished,Family,2,Contact Agent
2022-05-14,2,8000,800,1 out of 1,Super Area,Behala Chowrasta,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-14,1,16000,400,2 out of 3,Carpet Area,Subhash Nagar,Delhi,Furnished,Bachelors,1,Contact Owner
2022-05-14,3,10000,800,Ground out of 4,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,55000,905,10 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-05-14,2,23000,850,1 out of 2,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,1,9000,650,1 out of 3,Super Area,"Basheer Bagh, NH 7",Hyderabad,Furnished,Bachelors/Family,1,Contact Agent
2022-05-14,1,16000,499,2 out of 3,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1,Contact Owner
2022-05-14,3,200000,1208,5 out of 14,Carpet Area,Khar West,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2022-05-14,2,55000,750,10 out of 14,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-14,1,30000,650,3 out of 4,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,60000,550,12 out of 20,Carpet Area,"Neumec Elegance, Lower Parel",Mumbai,Furnished,Bachelors,2,Contact Agent
2022-05-14,1,85000,650,3 out of 8,Super Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,1,6500,250,1 out of 4,Carpet Area,"Tarulia, Keshtopur",Kolkata,Furnished,Bachelors,1,Contact Owner
2022-05-14,3,70000,1300,6 out of 30,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2022-05-14,4,350000,3000,39 out of 60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-14,4,280000,1526,76 out of 78,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-14,2,42000,650,8 out of 15,Carpet Area,Kings Circle,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-05-14,3,180000,1100,6 out of 15,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,3,Contact Agent
2022-05-14,2,40000,750,5 out of 8,Carpet Area,"Vasant Marvel, Magathane",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-05-14,2,55000,700,4 out of 6,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,3,Contact Agent
2022-05-14,2,28500,900,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,2,50000,650,10 out of 20,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,3,60000,1600,3 out of 4,Super Area,Greater Kailash,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-14,1,6000,350,3 out of 4,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,12000,700,2 out of 3,Super Area,Rohini Sector 23,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,2,17600,1000,1 out of 4,Carpet Area,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-14,2,95000,900,18 out of 30,Carpet Area,"Oberoi Springs, Andheri West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-14,2,7000,500,1 out of 5,Super Area,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,53000,750,5 out of 18,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,2,13000,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2022-05-14,1,14000,424,3 out of 7,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,8000,650,Ground out of 1,Carpet Area,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,3,32000,1100,4 out of 5,Super Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,1,33000,425,5 out of 7,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-14,4,250000,2100,35 out of 60,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-05-14,1,8500,700,1 out of 3,Super Area,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,8000,800,Ground out of 2,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-14,3,15000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent
2022-05-14,3,170000,1337,28 out of 30,Carpet Area,"Oberoi Splendor Grande, Agarkar Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-05-14,1,34000,656,16 out of 23,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-14,3,21000,1450,Ground out of 1,Super Area,Ajoy Nagar,Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-15,2,15000,1550,Ground out of 13,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,2,Contact Owner
2022-05-15,1,9000,250,Ground out of 3,Super Area,"Jai laxmi Apartments, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-15,1,8000,700,1 out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-15,1,28000,550,3 out of 4,Carpet Area,"Ambika Siddhi Apartment, Ghatkopar",Mumbai,Unfurnished,Bachelors,2,Contact Owner
2022-05-15,2,15000,2800,Lower Basement out of 1,Carpet Area,Pudur,Chennai,Unfurnished,Family,2,Contact Owner
2022-05-15,3,14000,1800,Ground out of 2,Carpet Area,"TTK Nagar, Tambaram",Chennai,Semi-Furnished,Family,3,Contact Owner
2022-05-15,2,13500,900,5 out of 7,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,15000,1330,1 out of 2,Carpet Area,Madipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-15,3,29000,2000,1 out of 4,Super Area,"Manikonda, Hyderabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-15,1,9000,600,2 out of 4,Super Area,Behala,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-05-15,2,14000,1000,1 out of 3,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,15000,1300,Ground out of 1,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-15,2,14000,950,5 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-15,4,60000,2500,1 out of 2,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,4,Contact Owner
2022-05-15,2,7000,700,Ground out of 3,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-15,3,16000,1200,1 out of 4,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3,Contact Owner
2022-05-15,3,8000,750,Ground out of 2,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Unfurnished,Family,1,Contact Owner
2022-05-15,3,20000,1700,Ground out of 1,Carpet Area,Thirumazhisai,Chennai,Furnished,Bachelors/Family,6,Contact Owner
2022-05-15,2,8000,200,2 out of 2,Carpet Area,"Mallathahalli, Outer Ring Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,6500,600,2 out of 3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-15,3,17000,1400,10 out of 15,Super Area,Mambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,8500,700,Ground out of 2,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,13000,600,2 out of 4,Carpet Area,Mira Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,27000,1230,1 out of 6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,15000,1180,4 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,1,10500,520,3 out of 4,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,25000,1450,3 out of 3,Carpet Area,Camelot Layout,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-16,2,15000,100,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,200000,1000,7 out of 8,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-05-16,1,7000,100,1 out of 2,Carpet Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,17000,1000,1 out of 3,Super Area,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,10000,1400,2 out of 4,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,13000,1100,3 out of 5,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,1,13000,450,3 out of 3,Carpet Area,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,9500,1050,2 out of 3,Super Area,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,15000,1150,1 out of 4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,16500,200,2 out of 2,Carpet Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,8000,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,13000,1250,2 out of 6,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,10000,600,1 out of 1,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,9500,200,Ground out of 2,Carpet Area,Kengeri Upanagara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,1,20000,650,1 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-16,2,13500,1150,1 out of 2,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-16,1,8000,520,3 out of 5,Super Area,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,3,40000,1428,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-05-16,2,15000,1000,Ground out of 2,Super Area,Velachery,Chennai,Unfurnished,Family,2,Contact Owner
2022-05-16,2,14000,1000,2 out of 3,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,26000,1600,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,3,34500,450,Ground out of 3,Carpet Area,Teynampet,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
2022-05-16,1,5000,400,Ground out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,3,30000,2000,3 out of 3,Carpet Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,4,65000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-16,2,15000,400,1 out of 3,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,15000,1000,2 out of 3,Super Area,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,10000,600,1 out of 1,Super Area,Anna Nagar-Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,15000,1050,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,3,20000,1265,1 out of 3,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,8000,900,Ground out of 2,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,1,12000,500,Ground out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,12000,1000,Ground out of 2,Super Area,Tambaram Sanatorium,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,16000,650,2 out of 3,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,9000,900,1 out of 3,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,1,6000,450,Ground out of 4,Super Area,Nungambakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,1,25000,320,2 out of 7,Super Area,"Shaheen Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,11000,800,1 out of 1,Carpet Area,East Coast Road,Chennai,Unfurnished,Family,2,Contact Owner
2022-05-16,2,13000,800,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,3,16000,1500,2 out of 3,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3,Contact Owner
2022-05-16,1,7000,450,2 out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,1,6800,650,2 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,12500,1250,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-16,1,4500,60,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,1,5000,800,1 out of 1,Carpet Area,N G O nagar extn ponneri,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,4,200000,2700,Ground out of 3,Carpet Area,Greater Kailash 1,Delhi,Unfurnished,Bachelors,4,Contact Agent
2022-05-16,2,8000,900,Ground out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,18000,860,2 out of 3,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,8500,130,1 out of 1,Carpet Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,15000,550,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-17,3,40000,1960,13 out of 25,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2022-05-17,3,90000,890,20 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Family,2,Contact Agent
2022-05-17,3,85000,3500,Ground out of 1,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-17,1,13000,385,6 out of 20,Carpet Area,"Aims Sea View, Indralok",Mumbai,Unfurnished,Family,1,Contact Agent
2022-05-17,2,10000,300,Ground out of 4,Carpet Area,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,22000,1000,2 out of 4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-17,3,78000,1073,8 out of 20,Carpet Area,"Raheja Ridgewood, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-17,4,190000,1950,11 out of 21,Carpet Area,"Godrej Serenity Mumbai, Chembur",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-05-17,3,7000,900,1 out of 2,Super Area,"Michael Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-17,2,50000,750,10 out of 20,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-17,2,12000,1000,1 out of 1,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-05-17,3,70000,920,14 out of 21,Carpet Area,"Safal Twins, Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-05-17,1,8500,450,3 out of 4,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1,Contact Agent
2022-05-17,2,6000,600,1 out of 2,Super Area,Barasat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-17,2,14000,900,Ground out of 2,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-17,3,10000,800,Ground out of 2,Carpet Area,"Arobindo Pally, Paschim Putiary",Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-17,2,10000,1000,2 out of 2,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-17,1,7000,600,Ground out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-17,3,22000,1400,1 out of 6,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,28000,1000,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-17,3,40000,1250,2 out of 4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-17,4,150000,1755,9 out of 19,Carpet Area,"Ekta Legranz, Chembur",Mumbai,Unfurnished,Family,4,Contact Agent
2022-05-17,2,35000,650,5 out of 7,Carpet Area,"Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-17,1,18000,475,2 out of 11,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-17,4,280000,2800,2 out of 9,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent
2022-05-17,2,9000,750,2 out of 3,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,5146,800,Ground out of 2,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-17,4,300000,2200,7 out of 8,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent
2022-05-17,3,150000,1330,12 out of 45,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-05-17,3,16000,1420,Ground out of 1,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-18,3,25000,1400,3 out of 4,Carpet Area,Palam Extension,Delhi,Unfurnished,Family,3,Contact Agent
2022-05-18,4,130000,1617,15 out of 58,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-18,2,32000,1000,1 out of 3,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-18,3,70000,1901,9 out of 11,Super Area,"Unity the Amaryllis, Karol Bagh",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-18,3,24000,1250,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors,2,Contact Agent
2022-05-18,2,12000,48,1 out of 3,Super Area,Rohini Sector 16,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
